 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 303.6 | learning rate: 4.444E-05 | global batch size:    32 | lm loss: 9.706122E-02 | loss scale: 2097152.0 | grad norm: 0.024 | number of skipped iterations:  12 | number of nan iterations:   0 |
 iteration    10600/  200000 | consumed samples:       339200 | elapsed time per iteration (ms): 274.2 | learning rate: 9.054E-05 | global batch size:    32 | lm loss: 9.571443E-05 | loss scale: 134217728.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10700/  200000 | consumed samples:       342400 | elapsed time per iteration (ms): 257.5 | learning rate: 9.045E-05 | global batch size:    32 | lm loss: 9.286555E-05 | loss scale: 134217728.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10800/  200000 | consumed samples:       345600 | elapsed time per iteration (ms): 252.9 | learning rate: 9.036E-05 | global batch size:    32 | lm loss: 1.056184E-04 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    10900/  200000 | consumed samples:       348800 | elapsed time per iteration (ms): 253.2 | learning rate: 9.027E-05 | global batch size:    32 | lm loss: 8.993842E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11000/  200000 | consumed samples:       352000 | elapsed time per iteration (ms): 255.1 | learning rate: 9.018E-05 | global batch size:    32 | lm loss: 9.151815E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11100/  200000 | consumed samples:       355200 | elapsed time per iteration (ms): 270.2 | learning rate: 9.009E-05 | global batch size:    32 | lm loss: 8.987840E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11200/  200000 | consumed samples:       358400 | elapsed time per iteration (ms): 261.9 | learning rate: 8.999E-05 | global batch size:    32 | lm loss: 1.034726E-04 | loss scale: 67108864.0 | grad norm: 0.011 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11300/  200000 | consumed samples:       361600 | elapsed time per iteration (ms): 254.9 | learning rate: 8.990E-05 | global batch size:    32 | lm loss: 9.026983E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11400/  200000 | consumed samples:       364800 | elapsed time per iteration (ms): 254.1 | learning rate: 8.981E-05 | global batch size:    32 | lm loss: 8.876670E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11500/  200000 | consumed samples:       368000 | elapsed time per iteration (ms): 253.7 | learning rate: 8.972E-05 | global batch size:    32 | lm loss: 8.447748E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11600/  200000 | consumed samples:       371200 | elapsed time per iteration (ms): 265.0 | learning rate: 8.963E-05 | global batch size:    32 | lm loss: 8.218158E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11700/  200000 | consumed samples:       374400 | elapsed time per iteration (ms): 251.9 | learning rate: 8.954E-05 | global batch size:    32 | lm loss: 8.542181E-05 | loss scale: 33554432.0 | grad norm: 0.009 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    11800/  200000 | consumed samples:       377600 | elapsed time per iteration (ms): 252.5 | learning rate: 8.945E-05 | global batch size:    32 | lm loss: 8.541317E-05 | loss scale: 33554432.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11900/  200000 | consumed samples:       380800 | elapsed time per iteration (ms): 263.2 | learning rate: 8.936E-05 | global batch size:    32 | lm loss: 8.118355E-05 | loss scale: 33554432.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12000/  200000 | consumed samples:       384000 | elapsed time per iteration (ms): 253.5 | learning rate: 8.927E-05 | global batch size:    32 | lm loss: 8.654658E-05 | loss scale: 33554432.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12100/  200000 | consumed samples:       387200 | elapsed time per iteration (ms): 266.7 | learning rate: 8.918E-05 | global batch size:    32 | lm loss: 8.903409E-05 | loss scale: 33554432.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12200/  200000 | consumed samples:       390400 | elapsed time per iteration (ms): 253.7 | learning rate: 8.908E-05 | global batch size:    32 | lm loss: 8.642395E-05 | loss scale: 33554432.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12300/  200000 | consumed samples:       393600 | elapsed time per iteration (ms): 254.8 | learning rate: 8.899E-05 | global batch size:    32 | lm loss: 8.255916E-05 | loss scale: 33554432.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12400/  200000 | consumed samples:       396800 | elapsed time per iteration (ms): 254.9 | learning rate: 8.890E-05 | global batch size:    32 | lm loss: 7.565868E-05 | loss scale: 33554432.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12500/  200000 | consumed samples:       400000 | elapsed time per iteration (ms): 254.1 | learning rate: 8.881E-05 | global batch size:    32 | lm loss: 8.689513E-05 | loss scale: 33554432.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12600/  200000 | consumed samples:       403200 | elapsed time per iteration (ms): 275.9 | learning rate: 8.872E-05 | global batch size:    32 | lm loss: 8.464648E-05 | loss scale: 33554432.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12700/  200000 | consumed samples:       406400 | elapsed time per iteration (ms): 254.1 | learning rate: 8.863E-05 | global batch size:    32 | lm loss: 7.828865E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12800/  200000 | consumed samples:       409600 | elapsed time per iteration (ms): 261.7 | learning rate: 8.854E-05 | global batch size:    32 | lm loss: 8.274710E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12900/  200000 | consumed samples:       412800 | elapsed time per iteration (ms): 257.5 | learning rate: 8.845E-05 | global batch size:    32 | lm loss: 7.419335E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13000/  200000 | consumed samples:       416000 | elapsed time per iteration (ms): 252.3 | learning rate: 8.836E-05 | global batch size:    32 | lm loss: 7.658334E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13100/  200000 | consumed samples:       419200 | elapsed time per iteration (ms): 266.5 | learning rate: 8.826E-05 | global batch size:    32 | lm loss: 7.449465E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13200/  200000 | consumed samples:       422400 | elapsed time per iteration (ms): 251.7 | learning rate: 8.817E-05 | global batch size:    32 | lm loss: 8.570069E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13300/  200000 | consumed samples:       425600 | elapsed time per iteration (ms): 254.6 | learning rate: 8.808E-05 | global batch size:    32 | lm loss: 7.562949E-05 | loss scale: 67108864.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13400/  200000 | consumed samples:       428800 | elapsed time per iteration (ms): 261.7 | learning rate: 8.799E-05 | global batch size:    32 | lm loss: 8.011111E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13500/  200000 | consumed samples:       432000 | elapsed time per iteration (ms): 253.6 | learning rate: 8.790E-05 | global batch size:    32 | lm loss: 7.830413E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13600/  200000 | consumed samples:       435200 | elapsed time per iteration (ms): 263.9 | learning rate: 8.781E-05 | global batch size:    32 | lm loss: 8.892001E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13700/  200000 | consumed samples:       438400 | elapsed time per iteration (ms): 254.7 | learning rate: 8.772E-05 | global batch size:    32 | lm loss: 7.455702E-05 | loss scale: 134217728.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13800/  200000 | consumed samples:       441600 | elapsed time per iteration (ms): 253.6 | learning rate: 8.763E-05 | global batch size:    32 | lm loss: 7.497571E-05 | loss scale: 134217728.0 | grad norm: 0.007 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    13900/  200000 | consumed samples:       444800 | elapsed time per iteration (ms): 254.4 | learning rate: 8.754E-05 | global batch size:    32 | lm loss: 7.445254E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14000/  200000 | consumed samples:       448000 | elapsed time per iteration (ms): 254.4 | learning rate: 8.745E-05 | global batch size:    32 | lm loss: 6.997975E-05 | loss scale: 134217728.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14100/  200000 | consumed samples:       451200 | elapsed time per iteration (ms): 285.5 | learning rate: 8.736E-05 | global batch size:    32 | lm loss: 8.220960E-05 | loss scale: 67108864.0 | grad norm: 0.010 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    14200/  200000 | consumed samples:       454400 | elapsed time per iteration (ms): 258.4 | learning rate: 8.726E-05 | global batch size:    32 | lm loss: 7.312521E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14300/  200000 | consumed samples:       457600 | elapsed time per iteration (ms): 259.3 | learning rate: 8.717E-05 | global batch size:    32 | lm loss: 7.279892E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14400/  200000 | consumed samples:       460800 | elapsed time per iteration (ms): 264.3 | learning rate: 8.708E-05 | global batch size:    32 | lm loss: 6.783302E-05 | loss scale: 67108864.0 | grad norm: 0.009 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14500/  200000 | consumed samples:       464000 | elapsed time per iteration (ms): 259.8 | learning rate: 8.699E-05 | global batch size:    32 | lm loss: 7.111533E-05 | loss scale: 67108864.0 | grad norm: 0.007 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14600/  200000 | consumed samples:       467200 | elapsed time per iteration (ms): 269.4 | learning rate: 8.690E-05 | global batch size:    32 | lm loss: 7.380549E-05 | loss scale: 67108864.0 | grad norm: 0.015 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14700/  200000 | consumed samples:       470400 | elapsed time per iteration (ms): 260.6 | learning rate: 8.681E-05 | global batch size:    32 | lm loss: 6.998019E-05 | loss scale: 67108864.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14800/  200000 | consumed samples:       473600 | elapsed time per iteration (ms): 267.0 | learning rate: 8.672E-05 | global batch size:    32 | lm loss: 6.076205E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14900/  200000 | consumed samples:       476800 | elapsed time per iteration (ms): 256.4 | learning rate: 8.663E-05 | global batch size:    32 | lm loss: 6.932076E-05 | loss scale: 67108864.0 | grad norm: 0.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15000/  200000 | consumed samples:       480000 | elapsed time per iteration (ms): 257.4 | learning rate: 8.654E-05 | global batch size:    32 | lm loss: 6.495927E-05 | loss scale: 67108864.0 | grad norm: 0.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15100/  200000 | consumed samples:       483200 | elapsed time per iteration (ms): 267.8 | learning rate: 8.644E-05 | global batch size:    32 | lm loss: 6.733441E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15200/  200000 | consumed samples:       486400 | elapsed time per iteration (ms): 258.9 | learning rate: 8.635E-05 | global batch size:    32 | lm loss: 7.175343E-05 | loss scale: 134217728.0 | grad norm: 0.014 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15300/  200000 | consumed samples:       489600 | elapsed time per iteration (ms): 257.9 | learning rate: 8.626E-05 | global batch size:    32 | lm loss: 7.123641E-05 | loss scale: 134217728.0 | grad norm: 0.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
